Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.224752903,-0.4845096,0.05021676,-0.1079337,-0.4699908,0.1252749,0.8488513,27.69852,-43.4191,-30.02297,1001.552
0.227250099,-0.4845096,0.05021676,-0.1691339,-0.4740015,0.1310145,0.8488126,27.69852,-43.4191,-30.02297,1001.552
0.229747772,-0.5464717,0.1693354,-0.0467335,-0.4730122,0.1306082,0.8531139,27.69852,-43.4191,-30.02297,1001.552
0.232244968,-0.7323579,-0.1880204,-0.1691339,-0.4705203,0.1277231,0.8512225,27.69852,-43.4191,-30.02297,1001.552
0.234742165,-0.7323579,-0.06890184,-0.2915343,-0.4719203,0.1237448,0.846475,27.69852,-43.4191,-30.02297,1001.552
0.237239361,-0.4225475,-0.06890184,-0.2303341,-0.4743896,0.1251224,0.844556,27.69852,-43.4191,-30.02297,1001.552
0.239737034,-0.2986233,0.2288947,-0.1691339,-0.4694865,0.1242955,0.847425,27.69852,-43.4191,-30.02297,1001.552
0.242234230,-0.3605854,0.1097761,-0.1079337,-0.4728924,0.1237882,0.8512519,27.69852,-43.4191,-30.02297,1001.552
0.244730949,-0.2986233,0.05021676,-0.1079337,-0.4679984,0.1234402,0.8536399,27.69852,-43.4191,-30.02297,1001.552
0.247228145,-0.3605854,0.1693354,-0.1079337,-0.4714467,0.1247646,0.8493334,27.69852,-43.4191,-30.02297,1001.552
0.249725342,-0.2986233,0.05021676,-0.1079337,-0.4724086,0.1237343,0.8464754,27.69852,-43.4191,-30.02297,1001.552
0.252223015,-0.3605854,-0.1284611,-0.1079337,-0.4763598,0.1260574,0.8450282,27.69852,-43.4191,-30.02297,1001.552
0.254720211,-0.4225475,0.1097761,-0.1079337,-0.4729646,0.127632,0.8483585,28.07223,-43.78735,-30.39999,1001.552
0.257217407,-0.6703959,0.1693354,-0.0467335,-0.473892,0.1252682,0.8545855,28.07223,-43.78735,-30.39999,1001.551
0.259714603,-0.7323579,0.05021676,-0.1691339,-0.4709423,0.1237851,0.8479071,28.07223,-43.78735,-30.39999,1001.551
0.262212276,-0.2986233,0.1097761,-0.1691339,-0.473478,0.1290902,0.8493037,28.07223,-43.78735,-30.39999,1001.551
0.264709472,0.2590355,0.1693354,-0.0467335,-0.4681291,0.1307132,0.8531103,28.07223,-43.78735,-30.39999,1001.551
0.267206669,0.01118713,0.4075725,-0.0467335,-0.4695515,0.1282423,0.8521735,28.07223,-43.78735,-30.39999,1001.551
0.269703865,-0.2986233,0.4671319,0.0144667,-0.472369,0.121864,0.851743,28.07223,-43.78735,-30.39999,1001.551
0.272201538,-0.1746991,0.1097761,-0.0467335,-0.4728551,0.1218857,0.8541315,28.07223,-43.78735,-30.39999,1001.551
0.274697780,0.3209976,0.2288947,-0.0467335,-0.4704135,0.1219382,0.8541297,28.07223,-43.78735,-30.39999,1001.551
0.277195453,0.3829597,0.3480133,0.1368671,-0.4714505,0.1253207,0.8545837,28.07223,-43.78735,-30.39999,1001.551
0.279692650,0.5068839,0.3480133,0.0144667,-0.4728945,0.1243702,0.8584127,28.07223,-43.78735,-30.39999,1001.551
0.282189846,0.4449218,0.288454,0.0756669,-0.4772894,0.1236615,0.8488671,28.07223,-43.78735,-30.39999,1001.551
0.284687042,0.3829597,0.4671319,0.1980673,-0.4718973,0.1222438,0.843142,28.07223,-43.78735,-30.39999,1001.551
0.287184715,0.5068839,0.3480133,0.0756669,-0.4753211,0.1227007,0.8464845,28.07223,-43.78735,-30.39999,1001.551
0.289681911,0.9406185,0.4671319,0.1368671,-0.477802,0.1251327,0.8507676,28.07223,-43.78735,-30.39999,1001.551
0.292179108,1.002581,0.4671319,0.1368671,-0.4758292,0.1242363,0.8531611,28.07223,-43.78735,-30.39999,1001.551
0.294676304,1.064543,0.4075725,0.1368671,-0.4733721,0.1232924,0.8512557,28.07223,-43.78735,-30.39999,1001.551
0.297173977,1.126505,0.4075725,0.1980673,-0.4754017,0.1276439,0.8531365,28.07223,-43.78735,-30.39999,1001.551
0.299671173,1.436315,0.4671319,0.1980673,-0.4734015,0.1253109,0.8569733,28.07223,-43.78735,-30.39999,1001.551
0.302167892,1.560239,0.5862505,0.1368671,-0.4719488,0.1257762,0.8531478,28.07223,-43.78735,-30.39999,1001.551
0.304665088,1.932012,0.4671319,0.1368671,-0.4729198,0.1252248,0.8498087,27.33732,-43.79591,-30.01578,1001.551
0.307162285,2.613595,0.5862505,0.1980673,-0.4758076,0.122716,0.8483953,27.33732,-43.79591,-30.01578,1001.551
0.309659481,3.728912,0.6458098,0.2592675,-0.4811911,0.1236483,0.8541238,27.33732,-43.79591,-30.01578,1001.551
0.312157154,4.596382,0.884047,0.3204677,-0.4856304,0.1265751,0.8622258,27.33732,-43.79591,-30.01578,1001.551
0.314654350,4.968154,0.6458098,0.2592675,-0.4823137,0.1325109,0.8650475,27.33732,-43.79591,-30.01578,1001.551
0.317151546,4.906192,0.6458098,0.2592675,-0.4794226,0.1344571,0.8607329,27.33732,-43.79591,-30.01578,1001.551
0.319648743,4.782268,0.9436063,0.2592675,-0.4666442,0.1298128,0.8559819,27.33732,-43.79591,-30.01578,1001.551
0.322146416,5.773662,1.062725,0.3204677,-0.4709576,0.1241738,0.8407394,27.33732,-43.79591,-30.01578,1001.551
0.324643612,6.579169,0.884047,0.3204677,-0.4770643,0.1381922,0.8458972,27.33732,-43.79591,-30.01578,1001.551
0.327140808,5.835624,0.5266911,0.3204677,-0.4756539,0.141711,0.8525586,27.33732,-43.79591,-30.01578,1001.551
0.329638004,4.906192,0.288454,0.1368671,-0.4730643,0.1335199,0.8530932,27.33732,-43.79591,-30.01578,1001.551
0.332134724,4.720306,0.3480133,0.0144667,-0.4732763,0.1173464,0.8422225,27.33732,-43.79591,-30.01578,1001.551
0.334632397,4.906192,0.288454,0.1980673,-0.4737864,0.1182421,0.8374398,27.33732,-43.79591,-30.01578,1001.551
0.337129593,5.15404,0.288454,0.1980673,-0.4729069,0.1241898,0.8450394,27.33732,-43.79591,-30.01578,1001.551
0.339626789,5.030117,0.5266911,0.1368671,-0.4715284,0.1290807,0.8454813,27.33732,-43.79591,-30.01578,1001.553
0.342123985,4.84423,0.2288947,0.2592675,-0.4774457,0.1323968,0.8488048,27.33732,-43.79591,-30.01578,1001.553
0.344621181,4.100685,-0.06890184,0.2592675,-0.4675978,0.1282908,0.8526496,27.33732,-43.79591,-30.01578,1001.553
0.347118854,3.728912,-0.00934254,0.1368671,-0.464159,0.1268311,0.8469261,27.33732,-43.79591,-30.01578,1001.553
0.349616051,3.66695,0.05021676,0.0756669,-0.4709278,0.1221617,0.8354995,27.33732,-43.79591,-30.01578,1001.553
0.352113247,3.604988,0.05021676,0.2592675,-0.4733961,0.1241664,0.8440845,27.33732,-43.79591,-30.01578,1001.553
0.354610443,4.038723,0.1693354,0.2592675,-0.4705842,0.1310751,0.8478549,27.69838,-43.42638,-30.40565,1001.553
0.357110023,4.100685,0.288454,0.1368671,-0.4657459,0.1335873,0.8464012,27.69838,-43.42638,-30.40565,1001.553
0.359604835,3.852837,0.2288947,0.1980673,-0.4711676,0.1364093,0.8482949,27.69838,-43.42638,-30.40565,1001.553
0.362102032,3.543026,0.2288947,0.1980673,-0.4780004,0.1363138,0.8521209,27.69838,-43.42638,-30.40565,1001.553
0.364599228,3.66695,0.288454,0.1980673,-0.4788143,0.1270399,0.8497992,27.69838,-43.42638,-30.40565,1001.553
0.417042255,15.25386,2.730385,0.8712695,-0.5243225,0.1277357,0.7939342,27.71133,-44.14838,-29.56365,1001.551
0.419538975,17.23665,1.420081,0.9324697,-0.477013,0.1371036,0.8731319,27.71133,-44.14838,-29.56365,1001.554
0.422036171,14.20051,-0.4262576,0.9324697,-0.442253,0.1910234,0.9276581,27.71133,-44.14838,-29.56365,1001.554
0.424533367,7.074865,-0.00934254,0.2592675,-0.4518158,0.1772593,0.8943254,27.71133,-44.14838,-29.56365,1001.554
0.427030563,3.66695,0.8244877,-0.3527345,-0.4576626,0.1181163,0.8383865,27.71133,-44.14838,-29.56365,1001.554
